doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.1007/s00122-023-04519-3,2024,"Krenzer D, Frisch M, Beckmann K, Kox T, Flachenecker C, Abbadi A, Snowdon R, Herzog E.",Simulation-based establishment of base pools for a hybrid breeding program in winter rapeseed.,,6,3,rapeseed,"DNA markers, principal coordinate analysis (PCoA)","simulation-based pool separation via planned crossing cycles, computer-simulated pre-breeding design",Uses simulation to plan crosses separating two germplasm pools genetically; explicit optimization for pool divergence and testcross performance.,https://doi.org/10.1007/s00122-023-04519-3
10.1073/pnas.2121797119,2022,"Hölker AC, Mayer M, Presterl T, Bauer E, Ouzunova M, Melchinger AE, Schön CC.",Theoretical and experimental assessment of genome-based prediction in landraces of allogamous crops.,,6,3,maize,"prediction accuracy, molecular and genetic variance, allele frequency",genome-based prediction in DH and gamete-capture landrace populations,Theoretical and experimental genomic selection strategy to access landrace favorable alleles.,https://doi.org/10.1073/pnas.2121797119
10.1017/s1479262124000509,2024,Bhatla Anshika; Angidi Srushtideep; Thomas Noel; Madankar Kartik; Shahi J. P.,Classification of maize inbred lines into heterotic groups based on yield and yield attributing traits,Plant Genetic Resources: Characterization and Utilization,5,3,maize,"GCA, SCA, standard heterosis, HGCAMT, HSGCA",heterotic grouping via combining ability and cluster analysis; cross selection,Explicit heterotic group assignment and hybrid selection methods; directly addresses (B) via combining ability.,https://doi.org/10.1017/s1479262124000509
10.1007/s00122-025-05008-5,2025,Kadoumi Romain; Heslot Nicolas; Henriot Fabienne; Murigneux Alain; Berton Mathilde; Moreau Laurence,Evolution of population structure in a commercial European hybrid dent maize breeding program and consequences on genetic diversity,Theoretical and Applied Genetics,5,3,maize,"genetic diversity metrics (within/between heterotic groups), differentiation coefficient",long-term breeding program impact analysis; heterotic group structure maintenance,Tracks diversity erosion and heterotic-group divergence over decades in commercial breeding.,https://doi.org/10.1007/s00122-025-05008-5
10.1007/s00122-023-04431-w,2023,Beugnot Aurélien; Mary-Huard Tristan; Bauland Cyril; Combes Valerie; Madur Delphine; Lagardère Bernard,Identifying QTLs involved in hybrid performance and heterotic group complementarity: new GWAS models applied to factorial and admixed diallel maize hybrid panels,Theoretical and Applied Genetics,5,3,maize,QTL effects partitioned by heterotic group origin (allelic ancestry); additive and dominance QTLs,ancestry-aware GWAS for heterotic group complementarity; QTL detection for hybrid performance,Disentangles allelic effects by heterotic group; identifies loci driving hybrid performance and group complementarity.,https://doi.org/10.1007/s00122-023-04431-w
10.1007/s00122-024-04718-6,2024,"Oget-Ebrad C, Heumez E, Duchalais L, Goudemand-Dugué E, Oury FX, Elsen JM, Bouchet S.",Validation of cross-progeny variance genomic prediction using simulations and experimental data in winter elite bread wheat.,,5,3,wheat,"progeny standard deviation (SD), progeny mean",usefulness criterion (UC); cross-selection; genomic prediction,Directly predicts parental mean and progeny SD for cross selection; balances gain with variance.,https://doi.org/10.1007/s00122-024-04718-6
10.1093/g3journal/jkae248,2025,"Hassanpour A, Geibel J, Simianer H, Rohde A, Pook T.",Optimization of breeding program design through stochastic simulation with evolutionary algorithms.,,5,3,dairy cattle,inbreeding rate,stochastic simulation with evolutionary algorithms; optimization of genetic gain vs. inbreeding,Explicit optimization framework balancing genetic gain and diversity; trade-offs quantified.,https://doi.org/10.1093/g3journal/jkae248
10.1186/s12711-021-00669-4,2021,Hjortø Line; Henryon Mark; Liu Huiming; Berg Peer; Thomasen Jørn Rind; Sørensen Anders Christian,Pre-selection against a lethal recessive allele in breeding schemes with optimum-contribution selection or truncation selection,Genetics Selection Evolution,4,3,none,"rate of inbreeding (ΔF_true), pedigree/genomic relationships","optimum-contribution selection (OCS, POCS, GOCS), truncation selection",Stochastic simulation: OCS with inbreeding control and lethal-allele management; diversity maintained vs gain.,https://doi.org/10.1186/s12711-021-00669-4
10.1002/csc2.21081,2023,Fritsche‐Neto Roberto; Sabadin Felipe; DoVale Júlio César; Borges Karina Lima Reis; de Souza Pedro Henrique; Crossa Jose,Realized genetic gains via recurrent selection in a tropical maize haploid inducer population and optimizing simultaneous selection for the next cycles,Crop Science,4,3,maize,"realized genetic gain, selection index optimization",recurrent selection with Smith-Hazel index simulation,Simultaneous selection index optimization for long-term gain and trait balance.,https://doi.org/10.1002/csc2.21081
10.1371/journal.pone.0316793,2025,Mukiti Hellen Mawia; Badu-Apraku Baffour; Abe Ayodeji; Adejumobi Idris Ishola; Derera John,Optimizing breeding strategies for early-maturing white maize through genetic diversity and population structure,PLOS ONE,4,3,maize,"gene diversity, allele richness, Shannon/Simpson indices, Rogers distance, PIC",heterotic group assignment by admixture model and PCA,Quantifies total diversity in maize germplasm pool; assigns heterotic groups for breeding.,https://doi.org/10.1371/journal.pone.0316793
10.1007/s11032-024-01533-1,2024,Yang Quannv; Guo Zifeng; Xu Yunbi; Wang Yunbo,Genetic diversity and population structure of sweet corn in China as revealed by mSNP,Molecular Breeding,4,3,maize,"genetic diversity, PIC, minor allele frequency, genetic distance, differentiation coefficient",population structure classification and heterosis-group identification,Quantifies diversity in sweet corn germplasm; partitions groups by SNP structure for heterosis.,https://doi.org/10.1007/s11032-024-01533-1
10.1186/s12863-023-01156-z,2023,Maazou Abdoul-Raouf Sayadi; Gedil Melaku; Adetimirin Victor O.; Unachukwu Nnanna; Mengesha Wende; Meseka Silvestro,Heterotic grouping of provitamin A-enriched maize inbred lines for increased provitamin A content in hybrids,BMC Genomic Data,4,3,maize,heterotic group assignment via PVA-based combining ability; general and specific combining ability (HSGCA),heterotic group classification of inbred lines by combining ability; trait-based heterotic grouping,Assigns PVA-enriched inbred lines to heterotic groups; balances trait enhancement with grain-yield maintenance in hybrids.,https://doi.org/10.1186/s12863-023-01156-z
10.1007/s00122-025-04855-6,2025,"Polzer C, Auinger HJ, Terán-Pineda M, Hölker AC, Mayer M, Presterl T, Rivera-Poulsen C, da Silva S, Ouzunova M, Melchinger AE, Schön CC.",Rapid cycling genomic selection in maize landraces.,,4,3,maize,SNP array (600 k),"genomic selection, rapid cycling recurrent pre-breeding",Replicated experiment on rapid-cycle genomic selection in maize landrace; directly addresses utilizing diversity via selection.,https://doi.org/10.1007/s00122-025-04855-6
10.3389/fpls.2023.1250205,2023,"Dos Santos CC, de Andrade LRB, do Carmo CD, de Oliveira EJ.",Development of cassava core collections based on morphological and agronomic traits and SNPS markers.,,4,3,cassava,"Shannon-Weaver index, expected heterozygosity, inbreeding coefficient",core collection development (optimization algorithms),Core collections derived by two strategies; diversity parameters evaluated for quality control.,https://doi.org/10.3389/fpls.2023.1250205
10.1007/s00122-025-04913-z,2025,"da Silva AV, Famoso A, Linscombe S, Fritsche-Neto R.",110 years of rice breeding at LSU: realized genetic gains and future optimization.,,4,3,rice,"realized genetic gain (kg/ha per generation), genetic gain trend per year","genomic selection (GS), high-throughput phenotyping (HTP), stochastic simulation",110-year breeding program analysis with simulations of GS+HTP impact on future gains and cycle time; quantifies diversity-gain trade-off.,https://doi.org/10.1007/s00122-025-04913-z
10.1038/s41477-025-02085-8,2025,"Mikhailov ME, Boideau F, Szymanska-Lejman M, Botnari V, Ziolkowski PA.",Enhancing local meiotic crossovers in Arabidopsis and maize through juxtaposition of heterozygous and homozygous regions.,,4,3,maize,"local crossover rates, recombination frequency",introgression of desired traits via crossover stimulation in heterozygous regions,Mechanism to boost recombination and accelerate trait introgression documented in maize breeding.,https://doi.org/10.1038/s41477-025-02085-8
10.3389/fpls.2023.1165349,2023,"Liu S, Jiang Y, Wang Y, Huo H, Cilkiz M, Chen P, Han Y, Li L, Wang K, Zhao M, Zhu L, Lei J, Wang Y, Zhang M.","Genetic and molecular dissection of ginseng (<i>Panax ginseng</i> Mey.) germplasm using high-density genic SNP markers, secondary metabolites, and gene expressions.",,4,3,ginseng,"genic SNP diversity; secondary metabolite variation; gene expression profiles; 26,600 high-quality SNP panel",mini-core collection (344 cultivars/landraces) developed to represent germplasm diversity; molecular characterization vi,Core-collection design and molecular diversity quantification for germplasm characterization and trait-allele association.,https://doi.org/10.3389/fpls.2023.1165349
10.3390/ijms26062662,2025,Cheng Dehe; Li Jinlong; Guo Shuwei; Wang Yuandong; Xu Shizhong; Chen Shaojiang,Genomic Prediction for Germplasm Improvement Through Inter-Heterotic-Group Line Crossing in Maize,International Journal of Molecular Sciences,3,3,maize,"genomic selection accuracy, genetic variation in DH populations",genomic selection (GS) for inter-heterotic-group cross prediction; DH line screening,Genomic selection with diversity constraint across heterotic groups; directly addresses (B).,https://doi.org/10.3390/ijms26062662
10.1186/s12711-023-00804-3,2023,Oliveira Thiago P.; Obšteter Jana; Pocrnic Ivan; Heslot Nicolas; Gorjanc Gregor,A method for partitioning trends in genetic mean and variance to understand breeding practices,Genetics Selection Evolution,3,3,none,"genetic mean and variance, breeding values by selection path",path decomposition of genetic variance trends in breeding programs,Method to partition and optimize breeding actions; quantifies contributions to genetic variance change over generations.,https://doi.org/10.1186/s12711-023-00804-3
10.1007/s10722-022-01513-4,2022,Mufumbo R.; Chakrabarty S.; Nyine M.; Windpassinger S. M.; Mulumba J. W.; Baguma Y.,Genomics-based assembly of a sorghum bicolor (L.) moench core collection in the Uganda national genebank as a genetic resource for sustainable sorghum breeding,Genetic Resources and Crop Evolution,3,3,sorghum,"polymorphic information content, observed heterozygosity, expected heterozygosity, minor allele frequency; 27,560 SNPs",core collection (310 accessions via GenoCore); diversity retention comparison,Explicit core-collection selection maintaining genetic/phenotypic diversity; validates diversity metrics in landraces.,https://doi.org/10.1007/s10722-022-01513-4
10.1017/s1479262125100269,2025,Semwal Vimal Kumar; Bhadmus Olatunde Azeez; Afeez Shittu; Ramaiah Venuprasad,"Characterization of
                    <i>Oryza glaberrima</i>
                    derived genetic resources for stagnant flooding tolerance in interspecific rice pre-breeding populations",Plant Genetic Resources: Characterization and Utilization,3,3,rice,,interspecific pre-breeding population selection; QTL mapping,"Identified key adaptive traits (elongation, tillering) for stagnant flood tolerance via QTL; guides parent selection for exotic germplasm introgression.",https://doi.org/10.1017/s1479262125100269
10.1002/csc2.70125,2025,Meyenberg Carina; Thorwarth Patrick; Spiller Monika; Kollers Sonja; Reif Jochen Christoph; Longin Carl Friedrich Horst,Insights into a genomics‐based pre‐breeding program in wheat,Crop Science,3,3,wheat,genetically estimated parental contribution (GEPC),pre-breeding program; incorporation of PGR diversity into elite background,Decade-long pre-breeding scheme quantifies PGR introgression; maintains diversity while achieving yield gains.,https://doi.org/10.1002/csc2.70125
10.2135/cropsci2017.02.0086,2018,Mowers Ronald P.; Nyhus Kris A.; Tragesser Scott L.; Foster David J.,Doubled Haploid Testcross Design for Predicting Corn Hybrid Performance Using Molecular Markers,Crop Science,3,3,maize,"molecular marker-trait relationships, marker-predicted performance vs. phenotypic-predicted performance",Doubled Haploid Testcross Design (DHTD) with molecular marker prediction and validation,Early molecular-marker-based hybrid selection design; predicts untested hybrid combinations from DH marker data with validation.,https://doi.org/10.2135/cropsci2017.02.0086
