doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.3390/biology12091157,2023,Zheng X; Wang T; Niu Q; Wu J; Zhao Z; Gao H,Evaluation of Linear Programming and Optimal Contribution Selection Approaches for Long-Term Selection on Beef Cattle Breeding,Biology,0,3,average kinship coefficient; QTL effect variance; observed heterozygosity; inbreeding level,OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,"Compares linear programming and OCS for beef cattle; evaluates genetic gain, kinship, and heterozygosity across generations.",https://doi.org/10.3390/biology12091157
10.1186/s12711-026-01044-x,2026,Wæge O; Yu X; Berg P; Meuwissen T,Linkage- and ROH-based genomic relationship matrices for IBD based management of genetic diversity,Genetics Selection Evolution,0,3,linkage-based relationship matrix; runs-of-homozygosity; identity-by-descent; Van Raden method,OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Compares relationship matrices for OCS inbreeding control; evaluates IBD accuracy and inbreeding rate under OCS.,https://doi.org/10.1186/s12711-026-01044-x
10.1186/s12711-026-01049-6,2026,Niehoff T; ten Napel J; Pook T; Calus M,Restructuring breeding programs 2: Assortative mating for improved commercial genetic gain when using optimum contribution selection and diversity introduction,Genetics Selection Evolution,0,3,optimal contribution selection; assortative mating; genetic variance; diversity introduction,OCS / contribution optimisation,OCS with diversity introduction and assortative mating to balance gain and variance; directly addresses breeding program restructuring.,https://doi.org/10.1186/s12711-026-01049-6
10.31285/agro.27.1259,2023,Omondi S,Patterns of genetic diversity and structure of Eucalyptus grandis breeding population in Kenya: Implication for genetic improvement,Agrociencia Uruguay,0,3,"microsatellite polymorphic information content, alleles per locus, observed/expected heterozygosity, Shannon index",Heterozygosity / gene diversity; Effective size,Tree breeding population genetic diversity directly supporting recurrent selection and improvement programmes; multiple metrics evaluated.,https://doi.org/10.31285/agro.27.1259
10.1186/s12711-026-01052-x,2026,Schrauf M; Vandenplas J; Mulder H; Wientjes Y,Genomic selection strategies and their potential to maintain rare alleles and de-novo mutations: a long-term assessment,Genetics Selection Evolution,0,3,"Genomic selection, rare-allele retention, genetic variance, effective population size",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Directly addresses genomic selection strategies for balancing genetic gain vs diversity; long-term simulation of rare-allele conservation under constraints.,https://doi.org/10.1186/s12711-026-01052-x
10.1093/genetics/iyag095,2026,"Lstibůrek M, Bittner V, Solvin TM, Korecký J, Steffenrem A.",Identifying optimal sets of individuals under a pairwise genomic relationship threshold for breeding and conservation.,,0,3,"genomic relationship matrix, pairwise coancestry, binary integer programming",OCS / contribution optimisation; Coancestry / relationship matrix choice; Core collection / subset selection,Direct solution to constrained subset selection under pairwise relationship threshold; optimal contribution selection via integer programming for breeding/conservation.,https://doi.org/10.1093/genetics/iyag095
10.1186/s12859-026-06392-5,2026,"Musa AA, Reinsch N.",PyMSQ: a Python package for fast Mendelian sampling (co)variance and haplotype-based similarity in genomic selection.,,0,3,"Mendelian sampling variance/covariance, haplotype-based similarity, genomic relationship matrix",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Fast computational methods for diversity-aware genomic selection; MSV/MSC and haplotype similarity for within-family diversity; optimized for speed in selection loops.,https://doi.org/10.1186/s12859-026-06392-5
10.1101/2025.10.14.682303,2025,"Musa AA, Reinsch N.",PyMSQ: a python package for fast Mendelian sampling (co)variance and haplotype-based similarity in genomic selection,,0,3,"Mendelian sampling variance/covariance, haplotype-based similarity, genomic relationship matrix",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Open-source fast implementation of MSV/MSC and haplotype similarity for diversity control in genomic selection; 332× speedup; directly applicable to inner-loop optimization.,https://doi.org/10.1101/2025.10.14.682303
10.1186/s13007-025-01484-4,2025,"Montesinos-López OA, Montesinos-López A, Hernández-Suárez CM, Alemu A.",A selection index with minimal genetic relatedness for multi-trait data via binary quadratic programming.,,0,3,"genomic relationship matrix, coancestry, quadratic programming",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,Multi-trait selection index with coancestry constraint via binary quadratic programming; balances genetic gain and relatedness; suitable for breeder optimization pipelines.,https://doi.org/10.1186/s13007-025-01484-4
10.1111/jbg.12917,2025,"Zhao Q, Liu H, Zhang Q, Qadri QR, Pan Y, Su G, Li P, Huang R.",Optimal Combination of Different Selection and Mating Strategies on Exploiting Genetic Diversity and Genetic Gain in Small Pig Conservation Populations.,,0,3,"optimal contribution selection, pedigree coancestry, genomic relationship matrix, mating strategies",OCS / contribution optimisation; Coancestry / relationship matrix choice,"Systematic comparison of OCS methods and mating strategies (MCPed, MCmarker) for balancing genetic gain and diversity in small populations; stochastic simulation of long-term effects.",https://doi.org/10.1111/jbg.12917
10.3390/ani15152217,2025,"Zsolnai A, Nagy A, Szalai G, Curik I, Anton I, Hudák P, Varga L.",A Novel Conservation Genomic Strategy: Selection for the Probability of Offspring Heterozygosity.,,0,3,Probability of Offspring Heterozygosity (POH),OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Novel parent-selection metric for diversity maintenance using SNP data; directly addresses metrics to quantify/preserve diversity in constrained breeding with genomic markers.,https://doi.org/10.3390/ani15152217
10.3390/biology15070530,2026,"Getmantseva L, Bakoev S, Kolosova M, Usatov A, Amerkhanov K, Lukonina O.",Evolution of Methods for the Quantitative Assessment of Inbreeding in Livestock.,,0,3,"F_ped, F_GRM, F_ROH, F_HBD; inbreeding coefficient; runs of homozygosity",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,"Comprehensive review of inbreeding estimation methods (IBD, ROH, HBD models); core comparison of genomic metrics for assessing autozygosity and inbreeding in breeding programs.",https://doi.org/10.3390/biology15070530
10.1101/2021.02.15.431233,2021,"Tiret M, Pégard M, Sánchez L.",How to achieve a higher selection plateau in forest tree breeding? Fostering Heterozygote x Homozygote relationships in Optimal Contribution Selection in the case study of Populus nigra,,0,3,"genomic optimal contribution selection, genomic relationship matrix formulation, coancestry, heterozygosity",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,Directly addresses GOCS with alternative genomic relationship matrix to control heterozygosity and coancestry; evaluates diversity-gain trade-off and selection plateau over generations.,https://doi.org/10.1101/2021.02.15.431233
10.1002/age.70088,2026,"Hoorneman JN, Schoon MA, Crooijmans RPMA, Hiemstra SJ, Windig JJ.",Genetic Diversity in Dutch Sheep Breeds.,,0,3,"gene diversity, FST, optimal contribution selection, kinship matrix",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,Direct: OCS applied to gene bank; within/between-breed diversity; breeding circle strategy; optimal contribution ranking.,https://doi.org/10.1002/age.70088
10.1186/s12864-026-12548-7,2026,"Gu R, Wei S, Fan S, Rendón-Anaya M, Liu G.",Cutting through the clones: genomic strategies for core collection development in moso bamboo.,,0,3,"expected heterozygosity, stratified sampling, core-collection strategy",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,"Core collection development comparing sampling strategies and diversity metrics (He, PIC); optimises diversity under constraints at multiple intensities.",https://doi.org/10.1186/s12864-026-12548-7
10.1371/journal.pone.0343623,2026,"Yang W, Mao M, Qin J, Nasar J, Pan Z, Zhou L, Zhao Q.",Genetic diversity and core collection construction of glutinous rice landraces in 'He' cultivation zone of Guizhou using SSR sequencing.,,0,3,"allelic richness (Na), observed heterozygosity (Ho), simulated annealing + allelic richness maximization strategy",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Core-collection construction via optimization algorithm explicitly comparing strategies for preserving allelic diversity and heterozygosity.,https://doi.org/10.1371/journal.pone.0343623
10.3389/fgene.2026.1792347,2026,"Mészáros G, Curik I, Ouedraogo D, Windig J, Leroy G, Utsunomiya YT, Burger P, Colli L, Xu C, Boettcher P, Looft C, Soelkner J.","Framework for assessing genetic variation in livestock using demographic, pedigree, and genomic measures.",,0,3,"N_e, demographic/pedigree/genomic measures, allelic variation, inbreeding/drift",Coancestry / relationship matrix choice; Allelic richness / rare alleles; Heterozygosity / gene diversity,"FAO framework directly integrating demographic, pedigree, genomic measures for assessing genetic variation in livestock populations.",https://doi.org/10.3389/fgene.2026.1792347
10.1093/jas/skaf023,2025,"Ojeda-Marín C, Cervantes I, Formoso-Rafferty N, Gutiérrez JP, Rodríguez-Ramilo ST.",Inbreeding depression for litter size in two mice lines under divergent selection for environmental birth weight variability using genomic data.,,0,3,"FPED, FNEJ, FL&H, FVR1, FVR2, FYAN, FROH, FHBD",Coancestry / relationship matrix choice,Compares genomic inbreeding metrics (multiple matrices) vs pedigree for ID estimation; directly addresses metric choice for selection consequence.,https://doi.org/10.1093/jas/skaf023
10.1093/genetics/iyag088,2026,"Weir BS, Goudet J.",Allelic association analyses: estimation recommendations.,,0,3,"F-statistics, kinship, IBD, allele-sharing estimators, inbreeding, relatedness",Coancestry / relationship matrix choice; Allelic richness / rare alleles,Foundational theory for descent measures and relatedness estimators; directly addresses which metrics preserve rankings.,https://doi.org/10.1093/genetics/iyag088
10.64898/2026.01.26.701864,2026,"Weir BS, Goudet J.",Allelic Association Analyses: Estimation Recommendations,,0,3,"F-statistics, kinship, IBD, allele-sharing estimators, inbreeding, relatedness",Coancestry / relationship matrix choice; Allelic richness / rare alleles,Identical to [3]; foundational comparison of estimators and descent measures underlying diversity metrics.,https://doi.org/10.64898/2026.01.26.701864
10.1186/s12711-025-00953-7,2025,"Elsen JM, Raoul J, Gilbert H.",Is there an advantage of using genomic information to estimate gametic variances and improve recurrent selection in animal populations?,,0,3,"gametic variance, GEBV, utility criterion",OCS / contribution optimisation,Genomic gametic variance for recurrent selection trade-offs; directly addresses cheap diversity metrics in breeding loops.,https://doi.org/10.1186/s12711-025-00953-7
